R_IDTOTS_C,R_ID_C,R_EXPEDIENT_C,R_EMPRESA_C,R_ESTADO_FC,R_PROVEEDOR_C,R_FECHA_EMISION_C,R_NUMERO_CP,R_NUMERO_CA,R_NUMERO_CF,R_IMPORTE_C,R_ACUMULADO_C,R_FECHA_ENTREGA,A_NUMERO_CP,A_CLAU_UNICA_CP,_merge_01,A_IDTOTS_CA,A_CLAU_UNICA_CA,A_ID_CA,A_EXPEDIENT_CA,A_EMPRESA_CA,A_REF_ODOO_CA,A_FECHA_ALTA_ODOO_CA,A_NUMERO_CA,A_FECHA_EMISION_CA,A_PROVEEDOR_CA,A_ORIGEN_CA,A_IMPORTE_CA,A_ACUMULADO_CA,A_ESTADO_CA,_merge
400,10,6746,ADG32 6746 ELLADO SL,Facturada,ROCALLA SA,2025-11-12,544970,17,2025/00013,4480.63,35033.13,2025-12-19,544970,6746-C-C/00010,both,328,6746-C-C/00010,9,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00012,2025-11-12,17,2025-11-12,ROCALLA SA,C-C/00010,4480.63,31444.27,Hecho,both
401,11,6746,ADG32 6746 ELLADO SL,Facturada,ALUBIX SL,2025-11-19,547907,15,2025/00017,3119.38,38152.51,2025-12-19,547907,6746-C-C/00012,both,330,6746-C-C/00012,11,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00014,2025-11-19,15,2025-11-19,ALUBIX SL,C-C/00012,3119.38,38152.51,Hecho,both
402,12,6746,ADG32 6746 ELLADO SL,Facturada,ROCALLA SA,2025-11-19,547908,22,2025/00018,4341.48,42493.99,2025-12-19,547908,6746-C-C/00013,both,331,6746-C-C/00013,12,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00015,2025-11-19,22,2025-11-19,ROCALLA SA,C-C/00013,4341.48,42493.99,Hecho,both
403,13,6746,ADG32 6746 ELLADO SL,Facturada,ROCALLA SA,2025-11-26,551255,27,2025/00021,4254.36,46748.35,2025-12-19,551255,6746-C-C/00015,both,333,6746-C-C/00015,14,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00017,2025-11-26,27,2025-11-26,ROCALLA SA,C-C/00015,4254.36,49824.17,Hecho,both
404,14,6746,ADG32 6746 ELLADO SL,Facturada,ALUBIX SL,2025-11-26,551258,18,2025/00023,3075.82,49824.17,2025-12-19,551258,6746-C-C/00014,both,332,6746-C-C/00014,13,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00016,2025-11-26,18,2025-11-26,ALUBIX SL,C-C/00014,3075.82,45569.81,Hecho,both
405,15,6746,ADG32 6746 ELLADO SL,Facturada,ALUBIX SL,2025-11-26,551297,21,2025/00019,36.3,49860.47,2025-12-19,551297,6746-C-C/00016,both,334,6746-C-C/00016,15,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00018,2025-11-26,21,2025-11-26,ALUBIX SL,C-C/00016,36.3,49860.47,Hecho,both
406,16,6746,ADG32 6746 ELLADO SL,Facturada,ALUBIX SL,2025-12-03,554296,24,2025/00027,3569.5,53429.97,2025-12-19,554296,6746-C-C/00018,both,336,6746-C-C/00018,17,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00021,2025-12-03,24,2025-12-03,ALUBIX SL,C-C/00018,3569.5,57894.87,Hecho,both
407,17,6746,ADG32 6746 ELLADO SL,Facturada,ROCALLA SA,2025-12-03,554298,30,2025/00024,4464.9,57894.87,2025-12-19,554298,6746-C-C/00017,both,335,6746-C-C/00017,16,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00020,2025-12-03,30,2025-12-03,ROCALLA SA,C-C/00017,4464.9,54325.37,Hecho,both
408,18,6746,ADG32 6746 ELLADO SL,Facturada,ALUBIX SL,2025-12-10,556829,27,2025/00030,4157.56,62052.43,2025-12-19,556829,6746-C-C/00019,both,337,6746-C-C/00019,18,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00022,2025-12-10,27,2025-12-10,ALUBIX SL,C-C/00019,4157.56,62052.43,Hecho,both
409,19,6746,ADG32 6746 ELLADO SL,Facturada,ROCALLA SA,2025-12-10,556832,34,2025/00028,4798.86,66851.29,2025-12-19,556832,6746-C-C/00020,both,338,6746-C-C/00020,19,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00023,2025-12-10,34,2025-12-10,ROCALLA SA,C-C/00020,4798.86,66851.29,Hecho,both
410,1,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-10-17,535277,5,2025/00005,1476.2,1476.2,2025-12-19,535277,6777-C-C/00002,both,342,6777-C-C/00002,2,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00002,2025-10-17,5,2025-10-17,ALUBIX SL,C-C/00002,1476.2,3054.04,Hecho,both
411,2,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-10-17,535305,3,2025/00003,1577.84,3054.04,2025-12-19,535305,6777-C-C/00001,both,341,6777-C-C/00001,1,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00001,2025-10-17,3,2025-10-17,ROCALLA SA,C-C/00001,1577.84,1577.84,Hecho,both
412,3,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-10-22,537194,9,2025/00009,4036.56,7090.6,2025-12-19,537194,6777-C-C/00003,both,343,6777-C-C/00003,3,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00003,2025-10-22,9,2025-10-22,ALUBIX SL,C-C/00003,4036.56,7090.6,Hecho,both
413,4,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-10-22,537198,8,2025/00005,3869.58,10960.18,2025-12-19,537198,6777-C-C/00004,both,344,6777-C-C/00004,4,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00004,2025-10-22,8,2025-10-22,ROCALLA SA,C-C/00004,3869.58,10960.18,Hecho,both
414,5,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-10-29,540075,13,2025/00012,3976.06,14936.24,2025-12-19,540075,6777-C-C/00005,both,345,6777-C-C/00005,5,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00005,2025-10-29,13,2025-10-29,ALUBIX SL,C-C/00005,3976.06,14936.24,Hecho,both
415,6,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-10-29,540085,10,2025/00007,4385.04,19321.28,2025-12-19,540085,6777-C-C/00006,both,346,6777-C-C/00006,6,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00006,2025-10-29,10,2025-10-29,ROCALLA SA,C-C/00006,4385.04,19321.28,Hecho,both
416,7,6777,ADG32 6777 JGARCIA SL,Facturada,ALUBIX SL,2025-11-05,542309,15,2025/00015,3492.06,22813.34,2025-12-19,542309,6777-C-C/00008,both,348,6777-C-C/00008,8,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00008,2025-11-05,15,2025-11-05,ALUBIX SL,C-C/00008,3492.06,26845.06,Hecho,both
417,8,6777,ADG32 6777 JGARCIA SL,Facturada,ROCALLA SA,2025-11-05,542314,14,2025/00008,4031.72,26845.06,2025-12-19,542314,6777-C-C/00007,both,347,6777-C-C/00007,7,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00007,2025-11-05,14,2025-11-05,ROCALLA SA,C-C/00007,4031.72,23353.0,Hecho,both
418,9,6777,ADG32 6777 JGARCIA SL,Facturada,ALUBIX SL,2025-11-12,544969,20,2025/00017,4097.06,30942.12,2025-12-19,544969,6777-C-C/00009,both,349,6777-C-C/00009,9,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00009,2025-11-12,20,2025-11-12,ALUBIX SL,C-C/00009,4097.06,30942.12,Hecho,both
419,10,6777,ADG32 6777 JGARCIA SL,Facturada,ROCALLA SA,2025-11-12,544971,16,2025/00012,3901.04,34843.16,2025-12-19,544971,6777-C-C/00010,both,350,6777-C-C/00010,10,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00010,2025-11-12,16,2025-11-12,ROCALLA SA,C-C/00010,3901.04,34843.16,Hecho,both
420,11,6777,ADG32 6777 JGARCIA SL,Facturada,ALUBIX SL,2025-11-19,547910,24,2025/00019,4266.46,39109.62,2025-12-19,547910,6777-C-C/00011,both,351,6777-C-C/00011,11,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00011,2025-11-19,24,2025-11-19,ALUBIX SL,C-C/00011,4266.46,39109.62,Hecho,both
421,12,6777,ADG32 6777 JGARCIA SL,Facturada,ROCALLA SA,2025-11-19,547913,19,2025/00015,4259.2,43368.82,2025-12-19,547913,6777-C-C/00012,both,352,6777-C-C/00012,12,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00012,2025-11-19,19,2025-11-19,ROCALLA SA,C-C/00012,4259.2,43368.82,Hecho,both
422,13,6777,ADG32 6777 JGARCIA SL,Facturada,ALUBIX SL,2025-11-26,551269,26,2025/00021,3939.76,47308.58,2025-12-19,551269,6777-C-C/00013,both,353,6777-C-C/00013,13,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00013,2025-11-26,26,2025-11-26,ALUBIX SL,C-C/00013,3939.76,47308.58,Hecho,both
423,14,6777,ADG32 6777 JGARCIA SL,Facturada,ROCALLA SA,2025-11-26,551274,23,2025/00016,4293.08,51601.66,2025-12-19,551274,6777-C-C/00014,both,354,6777-C-C/00014,14,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00014,2025-11-26,23,2025-11-26,ROCALLA SA,C-C/00014,4293.08,51601.66,Hecho,both
424,15,6777,ADG32 6777 JGARCIA SL,Facturada,ALUBIX SL,2025-12-03,554279,30,2025/00024,3782.46,55384.12,2025-12-19,554279,6777-C-C/00015,both,355,6777-C-C/00015,15,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00015,2025-12-03,30,2025-12-03,ALUBIX SL,C-C/00015,3782.46,55384.12,Hecho,both
425,16,6777,ADG32 6777 JGARCIA SL,Facturada,ROCALLA SA,2025-12-03,554284,24,2025/00017,3639.68,59023.8,2025-12-19,554284,6777-C-C/00016,both,356,6777-C-C/00016,16,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00016,2025-12-03,24,2025-12-03,ROCALLA SA,C-C/00016,3639.68,59023.8,Hecho,both
426,17,6777,ADG32 6777 JGARCIA SL,Facturada,ALUBIX SL,2025-12-10,556840,35,2025/00027,3927.66,62951.46,2025-12-19,556840,6777-C-C/00017,both,357,6777-C-C/00017,17,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00017,2025-12-10,35,2025-12-10,ALUBIX SL,C-C/00017,3927.66,62951.46,Hecho,both
427,18,6777,ADG32 6777 JGARCIA SL,Facturada,ROCALLA SA,2025-12-10,556842,26,2025/00019,3736.48,66687.94,2025-12-19,556842,6777-C-C/00018,both,358,6777-C-C/00018,18,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00018,2025-12-10,26,2025-12-10,ROCALLA SA,C-C/00018,3736.48,66687.94,Hecho,both
428,19,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX,2025-12-18,561008,37,2025/00029,2991.12,69679.06,2025-12-19,561008,6777-C-C/00019,both,359,6777-C-C/00019,19,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00019,2025-12-18,37,2025-12-18,ALUBIX SL,C-C/00019,2991.12,69679.06,Hecho,both
429,20,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA,2025-12-18,561010,30,2025/00023,4256.78,73935.84,2025-12-19,561010,6777-C-C/00020,both,360,6777-C-C/00020,20,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00020,2025-12-18,30,2025-12-18,ROCALLA SA,C-C/00020,4256.78,73935.84,Hecho,both
430,21,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX,2025-12-19,561428,41,2025/00033,992.2,74928.04,2025-12-19,561428,6777-C-C/00021,both,361,6777-C-C/00021,21,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00029,2025-12-19,41,2025-12-19,ALUBIX SL,C-C/00021,992.2,74928.04,Hecho,both
431,22,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA,2025-12-19,561429,32,2025/00024,1602.04,76530.08,2025-12-19,561429,6777-C-C/00022,both,362,6777-C-C/00022,22,6777,ADG32 6777 JGARCIA SL,MGZ01/ENTRA/00030,2025-12-19,32,2025-12-19,ROCALLA SA,C-C/00022,1602.04,76530.08,Hecho,both
432,23,6777,ADG32 6777 JGARCIA SL,Facturada,ALUBIX,2025-12-29,561698,45,2025/00038,159.72,76689.8,2025-12-19,,,left_only,,,,,,,,,,,,,,,left_only
433,24,6777,ADG32 6777 JGARCIA SL,Facturada,ROCALLA,2025-12-29,561699,35,2025/00026,159.72,76849.52,2025-12-19,,,left_only,,,,,,,,,,,,,,,left_only
434,1,6792,ADG32 6792 PCAPO SL,Pagada,ALUBIX SL,2025-10-17,535308,2,2025/00003,1693.4,1693.4,,,,left_only,,,,,,,,,,,,,,,left_only
435,2,6792,ADG32 6792 PCAPO SL,Pagada,ROCALLA SA,2025-10-17,535320,3,2025/00003,568.1,2261.5,,,,left_only,,,,,,,,,,,,,,,left_only
436,3,6792,ADG32 6792 PCAPO SL,Pagada,ALUBIX SL,2025-10-24,538557,8,2025/00010,4165.43,6426.93,,,,left_only,,,,,,,,,,,,,,,left_only
437,4,6792,ADG32 6792 PCAPO SL,Pagada,ROCALLA SA,2025-10-24,538564,6,2025/00005,1442.32,7869.25,,,,left_only,,,,,,,,,,,,,,,left_only
438,5,6792,ADG32 6792 PCAPO SL,Pagada,ALUBIX SL,2025-10-24,538917,13,2025/00005,1684.32,9553.57,,,,left_only,,,,,,,,,,,,,,,left_only
439,6,6792,ADG32 6792 PCAPO SL,Pagada,ROCALLA SA,2025-10-24,538923,9,2025/00010,537.85,10091.42,,,,left_only,,,,,,,,,,,,,,,left_only
440,7,6792,ADG32 6792 PCAPO SL,Facturada,ALUBIX SL,2025-11-03,541832,14,2025/00014,248.66,10340.08,,,,left_only,,,,,,,,,,,,,,,left_only
441,8,6792,ADG32 6792 PCAPO SL,Facturada,ROCALLA SA,2025-11-03,541833,13,2025/00014,143.39,10483.47,,,,left_only,,,,,,,,,,,,,,,left_only
442,9,6792,ADG32 6792 PCAPO SL,Facturada,ALUBIX SL,2025-11-03,541842,16,2025/00019,1976.54,12460.01,,,,left_only,,,,,,,,,,,,,,,left_only
443,10,6792,ADG32 6792 PCAPO SL,Facturada,ROCALLA SA,2025-11-03,541843,15,2025/00017,619.52,13079.53,,,,left_only,,,,,,,,,,,,,,,left_only
444,11,6792,ADG32 6792 PCAPO SL,Facturada,ALUBIX SL,2025-11-03,541844,17,2025/00021,2187.08,15266.61,,,,left_only,,,,,,,,,,,,,,,left_only
445,12,6792,ADG32 6792 PCAPO SL,Facturada,ROCALLA SA,2025-11-03,541845,20,2025/00021,748.99,16015.6,,,,left_only,,,,,,,,,,,,,,,left_only
446,13,6792,ADG32 6792 PCAPO SL,Facturada,ROCALLA SA,2025-11-04,541850,23,2025/00026,1.21,16016.81,,,,left_only,,,,,,,,,,,,,,,left_only
447,14,6792,ADG32 6792 PCAPO SL,Facturada,ALUBIX SL,2025-11-04,541851,21,2025/00023,1684.32,17701.13,,,,left_only,,,,,,,,,,,,,,,left_only
448,15,6792,ADG32 6792 PCAPO SL,Facturada,ROCALLA SA,2025-11-04,541852,27,2025/00030,537.85,18238.98,,,,left_only,,,,,,,,,,,,,,,left_only
449,16,6792,ADG32 6792 PCAPO SL,Facturada,ALUBIX SL,2025-11-05,542297,23,2025/00032,2125.37,20364.35,,,,left_only,,,,,,,,,,,,,,,left_only
450,17,6792,ADG32 6792 PCAPO SL,Facturada,ROCALLA SA,2025-11-05,542300,30,2025/00037,687.89,21052.24,,,,left_only,,,,,,,,,,,,,,,left_only
451,18,6792,ADG32 6792 PCAPO SL,Facturada,ALUBIX SL,2025-11-05,542352,27,2025/00027,1615.35,22667.59,,,,left_only,,,,,,,,,,,,,,,left_only
452,19,6792,ADG32 6792 PCAPO SL,Facturada,ROCALLA SA,2025-11-05,542355,32,2025/00032,529.38,23196.97,,,,left_only,,,,,,,,,,,,,,,left_only
453,20,6792,ADG32 6792 PCAPO SL,Facturada,ALUBIX SL,2025-11-05,542384,31,2025/00035,1795.04,24992.01,,,,left_only,,,,,,,,,,,,,,,left_only
454,21,6792,ADG32 6792 PCAPO SL,Facturada,ROCALLA SA,2025-11-05,542387,34,2025/00042,619.52,25611.53,,,,left_only,,,,,,,,,,,,,,,left_only
455,22,6792,ADG32 6792 PCAPO SL,Facturada,ALUBIX SL,2025-11-13,546114,35,2025/00037,5778.96,31390.49,,,,left_only,,,,,,,,,,,,,,,left_only
456,23,6792,ADG32 6792 PCAPO SL,Facturada,ROCALLA SA,2025-11-13,546115,38,2025/00046,1923.3,33313.79,,,,left_only,,,,,,,,,,,,,,,left_only
457,24,6792,ADG32 6792 PCAPO SL,Facturada,ALUBIX SL,2025-11-20,549163,36,2025/00040,6122.0,39435.79,,,,left_only,,,,,,,,,,,,,,,left_only
458,25,6792,ADG32 6792 PCAPO SL,Facturada,ROCALLA SA,2025-11-20,549166,41,2025/00050,2068.5,41504.29,,,,left_only,,,,,,,,,,,,,,,left_only
459,26,6792,ADG32 6792 PCAPO SL,Facturada,ALUBIX SL,2025-11-28,552657,38,2025/00043,5646.47,47150.76,,,,left_only,,,,,,,,,,,,,,,left_only
460,27,6792,ADG32 6792 PCAPO SL,Facturada,ROCALLA SA,2025-11-28,552659,43,2025/00051,1968.67,49119.43,,,,left_only,,,,,,,,,,,,,,,left_only
461,28,6792,ADG32 6792 PCAPO SL,Facturada,ALUBIX SL,2025-12-03,554387,42,2025/00046,5916.9,55036.33,,,,left_only,,,,,,,,,,,,,,,left_only
462,29,6792,ADG32 6792 PCAPO SL,Facturada,ROCALLA SA,2025-12-03,554391,47,2025/00052,2058.82,57095.15,,,,left_only,,,,,,,,,,,,,,,left_only
463,30,6792,ADG32 6792 PCAPO SL,Facturada,ALUBIX SL,2025-12-11,557677,47,2025/00051,6221.82,63316.97,,,,left_only,,,,,,,,,,,,,,,left_only
464,31,6792,ADG32 6792 PCAPO SL,Facturada,ROCALLA SA,2025-12-11,557680,48,2025/00054,2002.55,65319.52,,,,left_only,,,,,,,,,,,,,,,left_only
465,32,6792,ADG32 6792 PCAPO SL,Pagada,ALUBIX,2025-12-19,561422,48,2025/00055,5820.71,71140.23,,,,left_only,,,,,,,,,,,,,,,left_only
466,33,6792,ADG32 6792 PCAPO SL,Pagada,ROCALLA,2025-12-19,561423,52,2025/00056,2044.9,73185.13,,,,left_only,,,,,,,,,,,,,,,left_only
467,1,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-10-17,535279,1,2025/00001,1488.3,1488.3,2025-12-19,535279,6844-C-C/00001,both,363,6844-C-C/00001,1,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00001,2025-10-17,1,2025-10-17,ALUBIX SL,C-C/00001,1488.3,1488.3,Hecho,both
468,2,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-10-17,535297,4,2025/00002,1205.16,2693.46,2025-12-19,535297,6844-C-C/00002,both,364,6844-C-C/00002,2,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00002,2025-10-17,4,2025-10-17,ROCALLA SA,C-C/00002,1205.16,2693.46,Hecho,both
469,3,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-10-22,537107,2,2025/00005,6824.4,9517.86,2025-12-19,537107,6844-C-C/00003,both,365,6844-C-C/00003,3,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00003,2025-10-23,2,2025-10-22,ALUBIX SL,C-C/00003,6824.4,9517.86,Hecho,both
470,4,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-10-22,537110,8,2025/00003,3550.14,13068.0,2025-12-19,537110,6844-C-C/00004,both,366,6844-C-C/00004,4,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00004,2025-10-23,8,2025-10-22,ROCALLA SA,C-C/00004,3550.14,13068.0,Hecho,both
471,5,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-10-29,540068,5,2025/00007,2432.1,15500.1,2025-12-19,540068,6844-C-C/00005,both,367,6844-C-C/00005,5,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00005,2025-10-29,5,2025-10-29,ALUBIX SL,C-C/00005,2432.1,15500.1,Hecho,both
472,6,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-10-29,540071,10,2025/00006,3315.4,18815.5,2025-12-19,540071,6844-C-C/00006,both,368,6844-C-C/00006,6,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00006,2025-10-29,10,2025-10-29,ROCALLA SA,C-C/00006,3315.4,18815.5,Hecho,both
473,7,6844,ADG32 6844 TTRAMULLAS SL,Facturada,ALUBIX SL,2025-11-05,542294,10,2025/00011,4731.1,23546.6,2025-12-19,542294,6844-C-C/00008,both,370,6844-C-C/00008,8,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00008,2025-11-05,10,2025-11-05,ALUBIX SL,C-C/00008,4731.1,26943.07,Hecho,both
474,8,6844,ADG32 6844 TTRAMULLAS SL,Facturada,ROCALLA SA,2025-11-05,542295,11,2025/00009,3396.47,26943.07,2025-12-19,542295,6844-C-C/00007,both,369,6844-C-C/00007,7,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00007,2025-11-05,11,2025-11-05,ROCALLA SA,C-C/00007,3396.47,22211.97,Hecho,both
475,9,6844,ADG32 6844 TTRAMULLAS SL,Facturada,ALUBIX SL,2025-11-12,545009,14,2025/00012,4634.3,31577.37,2025-12-19,545009,6844-C-C/00009,both,371,6844-C-C/00009,9,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00009,2025-11-12,14,2025-11-12,ALUBIX SL,C-C/00009,4634.3,31577.37,Hecho,both
476,10,6844,ADG32 6844 TTRAMULLAS SL,Facturada,ROCALLA SA,2025-11-12,545013,12,2025/00013,3512.63,35090.0,2025-12-19,545013,6844-C-C/00010,both,372,6844-C-C/00010,10,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00010,2025-11-12,12,2025-11-12,ROCALLA SA,C-C/00010,3512.63,35090.0,Hecho,both
477,11,6844,ADG32 6844 TTRAMULLAS SL,Facturada,ALUBIX SL,2025-11-19,547930,15,2025/00014,4900.5,39990.5,2025-12-19,547930,6844-C-C/00011,both,373,6844-C-C/00011,11,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00011,2025-11-19,15,2025-11-19,ALUBIX SL,C-C/00011,4900.5,39990.5,Hecho,both
478,12,6844,ADG32 6844 TTRAMULLAS SL,Facturada,ROCALLA SA,2025-11-19,547932,16,2025/00015,4014.78,44005.28,2025-12-19,547932,6844-C-C/00012,both,374,6844-C-C/00012,12,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00012,2025-11-19,16,2025-11-19,ROCALLA SA,C-C/00012,4014.78,44005.28,Hecho,both
479,13,6844,ADG32 6844 TTRAMULLAS SL,Facturada,ALUBIX SL,2025-11-26,551230,20,2025/00017,3847.8,47853.08,2025-12-19,551230,6844-C-C/00013,both,375,6844-C-C/00013,13,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00013,2025-11-26,20,2025-11-26,ALUBIX SL,C-C/00013,3847.8,47853.08,Hecho,both
480,14,6844,ADG32 6844 TTRAMULLAS SL,Facturada,ROCALLA SA,2025-11-26,551233,17,2025/00019,2965.71,50818.79,2025-12-19,551233,6844-C-C/00014,both,376,6844-C-C/00014,14,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00014,2025-11-26,17,2025-11-26,ROCALLA SA,C-C/00014,2965.71,50818.79,Hecho,both
481,15,6844,ADG32 6844 TTRAMULLAS SL,Facturada,ALUBIX SL,2025-12-05,555605,21,2025/00021,5336.1,56154.89,2025-12-19,555605,6844-C-C/00015,both,377,6844-C-C/00015,15,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00015,2025-12-05,21,2025-12-05,ALUBIX SL,C-C/00015,5336.1,56154.89,Hecho,both
482,16,6844,ADG32 6844 TTRAMULLAS SL,Facturada,ROCALLA SA,2025-12-05,555606,18,2025/00020,3587.65,59742.54,2025-12-19,555606,6844-C-C/00016,both,378,6844-C-C/00016,16,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00016,2025-12-05,18,2025-12-05,ROCALLA SA,C-C/00016,3587.65,59742.54,Hecho,both
483,17,6844,ADG32 6844 TTRAMULLAS SL,Facturada,ALUBIX SL,2025-12-10,556831,25,2025/00025,4876.3,64618.84,2025-12-19,556831,6844-C-C/00017,both,379,6844-C-C/00017,17,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00017,2025-12-10,25,2025-12-10,ALUBIX SL,C-C/00017,4876.3,64618.84,Hecho,both
484,18,6844,ADG32 6844 TTRAMULLAS SL,Facturada,ROCALLA SA,2025-12-10,556833,21,2025/00022,3421.88,68040.72,2025-12-19,556833,6844-C-C/00018,both,380,6844-C-C/00018,18,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00018,2025-12-10,21,2025-12-10,ROCALLA SA,C-C/00018,3421.88,68040.72,Hecho,both
485,19,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX,2025-12-19,561458,26,2025/00028,5832.2,73872.92,2025-12-19,561458,6844-C-C/00019,both,381,6844-C-C/00019,19,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00019,2025-12-19,26,2025-12-19,ALUBIX SL,C-C/00019,5832.2,73872.92,Hecho,both
486,20,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA,2025-12-19,561461,25,2025/00025,2971.76,76844.68,2025-12-19,561461,6844-C-C/00020,both,382,6844-C-C/00020,20,6844,ADG32 6844 TTRAMULLAS SL,MGZ01/ENTRA/00020,2025-12-19,25,2025-12-19,ROCALLA SA,C-C/00020,2971.76,76844.68,Hecho,both
