R_IDTOTS_C,R_ID_C,R_EXPEDIENT_C,R_EMPRESA_C,R_ESTADO_FC,R_PROVEEDOR_C,R_FECHA_EMISION_C,R_NUMERO_CP,R_NUMERO_CA,R_NUMERO_CF,R_IMPORTE_C,R_ACUMULADO_C,R_FECHA_ENTREGA,Expediente,Empresa,Data entrega,Estat entrega,A_IDTOTS_CP,A_CLAU_UNICA_CP,A_ID_CP,A_EXPEDIENT_CP,A_EMPRESA_CP,A_REF_ODOO_CP,A_FECHA_ALTA_ODOO_CP,A_NUMERO_CP,A_FECHA_EMISION_CP,A_PROVEEDOR_CP,A_IMPORTE_CP,A_ACUMULADO_CP,A_ESTADO_CP,A_ESTADO_FACTURACION_CP,_merge
390,9,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-11-12,544968,14,2025/00014,3588.86,30552.5,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,328,6746-C-C/00011,10,6746,ADG32 6746 ELLADO SL,C-C/00011,2025-11-12,544968,2025-11-12,ALUBIX SL,3588.86,35033.13,Pedido de compra,Totalmente facturado,both
391,10,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-11-12,544970,17,2025/00013,4480.63,35033.13,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,327,6746-C-C/00010,9,6746,ADG32 6746 ELLADO SL,C-C/00010,2025-11-12,544970,2025-11-12,ROCALLA SA,4480.63,31444.27,Pedido de compra,Totalmente facturado,both
392,11,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-11-19,547907,15,2025/00017,3119.38,38152.51,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,329,6746-C-C/00012,11,6746,ADG32 6746 ELLADO SL,C-C/00012,2025-11-19,547907,2025-11-19,ALUBIX SL,3119.38,38152.51,Pedido de compra,Totalmente facturado,both
393,12,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-11-19,547908,22,2025/00018,4341.48,42493.99,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,330,6746-C-C/00013,12,6746,ADG32 6746 ELLADO SL,C-C/00013,2025-11-19,547908,2025-11-19,ROCALLA SA,4341.48,42493.99,Pedido de compra,Totalmente facturado,both
394,13,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-11-26,551255,27,2025/00021,4254.36,46748.35,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,332,6746-C-C/00015,14,6746,ADG32 6746 ELLADO SL,C-C/00015,2025-11-26,551255,2025-11-26,ROCALLA SA,4254.36,49824.17,Pedido de compra,Totalmente facturado,both
395,14,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-11-26,551258,18,2025/00023,3075.82,49824.17,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,331,6746-C-C/00014,13,6746,ADG32 6746 ELLADO SL,C-C/00014,2025-11-26,551258,2025-11-26,ALUBIX SL,3075.82,45569.81,Pedido de compra,Totalmente facturado,both
396,15,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-11-26,551297,21,2025/00019,36.3,49860.47,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,333,6746-C-C/00016,15,6746,ADG32 6746 ELLADO SL,C-C/00016,2025-11-26,551297,2025-11-26,ALUBIX SL,36.3,49860.47,Pedido de compra,Totalmente facturado,both
397,16,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-12-03,554296,24,2025/00027,3569.5,53429.97,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,335,6746-C-C/00018,17,6746,ADG32 6746 ELLADO SL,C-C/00018,2025-12-03,554296,2025-12-03,ALUBIX SL,3569.5,57894.87,Pedido de compra,Totalmente facturado,both
398,17,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-12-03,554298,30,2025/00024,4464.9,57894.87,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,334,6746-C-C/00017,16,6746,ADG32 6746 ELLADO SL,C-C/00017,2025-12-03,554298,2025-12-03,ROCALLA SA,4464.9,54325.37,Pedido de compra,Totalmente facturado,both
399,18,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-12-10,556829,27,2025/00030,4157.56,62052.43,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,336,6746-C-C/00019,18,6746,ADG32 6746 ELLADO SL,C-C/00019,2025-12-10,556829,2025-12-10,ALUBIX SL,4157.56,62052.43,Pedido de compra,Totalmente facturado,both
400,19,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-12-10,556832,34,2025/00028,4798.86,66851.29,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,337,6746-C-C/00020,19,6746,ADG32 6746 ELLADO SL,C-C/00020,2025-12-10,556832,2025-12-10,ROCALLA SA,4798.86,66851.29,Pedido de compra,Totalmente facturado,both
401,20,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-12-17,560800,36,2025/00032,5154.6,72005.89,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,339,6746-C-C/00022,21,6746,ADG32 6746 ELLADO SL,C-C/00022,2025-12-18,560800,2025-12-17,ROCALLA SA,5154.6,75623.79,Pedido de compra,Totalmente facturado,both
402,21,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-12-17,560801,28,2025/00034,3617.9,75623.79,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,338,6746-C-C/00021,20,6746,ADG32 6746 ELLADO SL,C-C/00021,2025-12-18,560801,2025-12-17,ALUBIX SL,3617.9,70469.19,Pedido de compra,Totalmente facturado,both
403,1,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-10-17,535277,5,2025/00005,1476.2,1476.2,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,341,6777-C-C/00002,2,6777,ADG32 6777 JGARCIA SL,C-C/00002,2025-10-17,535277,2025-10-17,ALUBIX SL,1476.2,3054.04,Pedido de compra,Totalmente facturado,both
404,2,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-10-17,535305,3,2025/00003,1577.84,3054.04,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,340,6777-C-C/00001,1,6777,ADG32 6777 JGARCIA SL,C-C/00001,2025-10-17,535305,2025-10-17,ROCALLA SA,1577.84,1577.84,Pedido de compra,Totalmente facturado,both
405,3,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-10-22,537194,9,2025/00009,4036.56,7090.6,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,342,6777-C-C/00003,3,6777,ADG32 6777 JGARCIA SL,C-C/00003,2025-10-22,537194,2025-10-22,ALUBIX SL,4036.56,7090.6,Pedido de compra,Totalmente facturado,both
406,4,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-10-22,537198,8,2025/00005,3869.58,10960.18,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,343,6777-C-C/00004,4,6777,ADG32 6777 JGARCIA SL,C-C/00004,2025-10-22,537198,2025-10-22,ROCALLA SA,3869.58,10960.18,Pedido de compra,Totalmente facturado,both
407,5,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-10-29,540075,13,2025/00012,3976.06,14936.24,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,344,6777-C-C/00005,5,6777,ADG32 6777 JGARCIA SL,C-C/00005,2025-10-29,540075,2025-10-29,ALUBIX SL,3976.06,14936.24,Pedido de compra,Totalmente facturado,both
408,6,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-10-29,540085,10,2025/00007,4385.04,19321.28,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,345,6777-C-C/00006,6,6777,ADG32 6777 JGARCIA SL,C-C/00006,2025-10-29,540085,2025-10-29,ROCALLA SA,4385.04,19321.28,Pedido de compra,Totalmente facturado,both
409,7,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-11-05,542309,15,2025/00015,3492.06,22813.34,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,347,6777-C-C/00008,8,6777,ADG32 6777 JGARCIA SL,C-C/00008,2025-11-05,542309,2025-11-05,ALUBIX SL,3492.06,26845.06,Pedido de compra,Totalmente facturado,both
410,8,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-11-05,542314,14,2025/00008,4031.72,26845.06,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,346,6777-C-C/00007,7,6777,ADG32 6777 JGARCIA SL,C-C/00007,2025-11-05,542314,2025-11-05,ROCALLA SA,4031.72,23353.0,Pedido de compra,Totalmente facturado,both
411,9,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-11-12,544969,20,2025/00017,4097.06,30942.12,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,348,6777-C-C/00009,9,6777,ADG32 6777 JGARCIA SL,C-C/00009,2025-11-12,544969,2025-11-12,ALUBIX SL,4097.06,30942.12,Pedido de compra,Totalmente facturado,both
412,10,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-11-12,544971,16,2025/00012,3901.04,34843.16,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,349,6777-C-C/00010,10,6777,ADG32 6777 JGARCIA SL,C-C/00010,2025-11-12,544971,2025-11-12,ROCALLA SA,3901.04,34843.16,Pedido de compra,Totalmente facturado,both
413,11,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-11-19,547910,24,2025/00019,4266.46,39109.62,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,350,6777-C-C/00011,11,6777,ADG32 6777 JGARCIA SL,C-C/00011,2025-11-19,547910,2025-11-19,ALUBIX SL,4266.46,39109.62,Pedido de compra,Totalmente facturado,both
414,12,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-11-19,547913,19,2025/00015,4259.2,43368.82,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,351,6777-C-C/00012,12,6777,ADG32 6777 JGARCIA SL,C-C/00012,2025-11-19,547913,2025-11-19,ROCALLA SA,4259.2,43368.82,Pedido de compra,Totalmente facturado,both
415,13,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-11-26,551269,26,2025/00021,3939.76,47308.58,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,352,6777-C-C/00013,13,6777,ADG32 6777 JGARCIA SL,C-C/00013,2025-11-26,551269,2025-11-26,ALUBIX SL,3939.76,47308.58,Pedido de compra,Totalmente facturado,both
416,14,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-11-26,551274,23,2025/00016,4293.08,51601.66,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,353,6777-C-C/00014,14,6777,ADG32 6777 JGARCIA SL,C-C/00014,2025-11-26,551274,2025-11-26,ROCALLA SA,4293.08,51601.66,Pedido de compra,Totalmente facturado,both
417,15,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-12-03,554279,30,2025/00024,3782.46,55384.12,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,354,6777-C-C/00015,15,6777,ADG32 6777 JGARCIA SL,C-C/00015,2025-12-03,554279,2025-12-03,ALUBIX SL,3782.46,55384.12,Pedido de compra,Totalmente facturado,both
418,16,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-12-03,554284,24,2025/00017,3639.68,59023.8,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,355,6777-C-C/00016,16,6777,ADG32 6777 JGARCIA SL,C-C/00016,2025-12-03,554284,2025-12-03,ROCALLA SA,3639.68,59023.8,Pedido de compra,Totalmente facturado,both
419,17,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-12-10,556840,35,2025/00027,3927.66,62951.46,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,356,6777-C-C/00017,17,6777,ADG32 6777 JGARCIA SL,C-C/00017,2025-12-10,556840,2025-12-10,ALUBIX SL,3927.66,62951.46,Pedido de compra,Totalmente facturado,both
420,18,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-12-10,556842,26,2025/00019,3736.48,66687.94,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,357,6777-C-C/00018,18,6777,ADG32 6777 JGARCIA SL,C-C/00018,2025-12-10,556842,2025-12-10,ROCALLA SA,3736.48,66687.94,Pedido de compra,Totalmente facturado,both
421,19,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-12-18,561008,37,2025/00029,2991.12,69679.06,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,358,6777-C-C/00019,19,6777,ADG32 6777 JGARCIA SL,C-C/00019,2025-12-18,561008,2025-12-18,ALUBIX SL,2991.12,69679.06,Pedido de compra,Totalmente facturado,both
422,20,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-12-18,561010,30,2025/00023,4256.78,73935.84,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,359,6777-C-C/00020,20,6777,ADG32 6777 JGARCIA SL,C-C/00020,2025-12-18,561010,2025-12-18,ROCALLA SA,4256.78,73935.84,Pedido de compra,Totalmente facturado,both
423,21,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-12-19,561428,41,2025/00033,992.2,74928.04,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,360,6777-C-C/00021,21,6777,ADG32 6777 JGARCIA SL,C-C/00021,2025-12-19,561428,2025-12-19,ALUBIX SL,992.2,74928.04,Pedido de compra,Facturas en espera,both
424,22,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-12-19,561429,32,2025/00024,1602.04,76530.08,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,361,6777-C-C/00022,22,6777,ADG32 6777 JGARCIA SL,C-C/00022,2025-12-19,561429,2025-12-19,ROCALLA SA,1602.04,76530.08,Pedido de compra,Facturas en espera,both
450,1,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-10-17,535279,1,2025/00001,1488.3,1488.3,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,362,6844-C-C/00001,1,6844,ADG32 6844 TTRAMULLAS SL,C-C/00001,2025-10-17,535279,2025-10-17,ALUBIX SL,1488.3,1488.3,Pedido de compra,Totalmente facturado,both
451,2,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-10-17,535297,4,2025/00002,1205.16,2693.46,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,363,6844-C-C/00002,2,6844,ADG32 6844 TTRAMULLAS SL,C-C/00002,2025-10-17,535297,2025-10-17,ROCALLA SA,1205.16,2693.46,Pedido de compra,Totalmente facturado,both
452,3,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-10-22,537107,2,2025/00005,6824.4,9517.86,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,364,6844-C-C/00003,3,6844,ADG32 6844 TTRAMULLAS SL,C-C/00003,2025-10-22,537107,2025-10-22,ALUBIX SL,6824.4,9517.86,Pedido de compra,Totalmente facturado,both
453,4,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-10-22,537110,8,2025/00003,3550.14,0.0,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,365,6844-C-C/00004,4,6844,ADG32 6844 TTRAMULLAS SL,C-C/00004,2025-10-22,537110,2025-10-22,ROCALLA SA,3550.14,13068.0,Pedido de compra,Totalmente facturado,both
454,5,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-10-29,540068,5,2025/00007,2432.1,15500.1,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,366,6844-C-C/00005,5,6844,ADG32 6844 TTRAMULLAS SL,C-C/00005,2025-10-29,540068,2025-10-29,ALUBIX SL,2432.1,15500.1,Pedido de compra,Totalmente facturado,both
455,6,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-10-29,540071,10,2025/00006,3315.4,18815.5,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,367,6844-C-C/00006,6,6844,ADG32 6844 TTRAMULLAS SL,C-C/00006,2025-10-29,540071,2025-10-29,ROCALLA SA,3315.4,18815.5,Pedido de compra,Totalmente facturado,both
456,7,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-11-05,542294,10,2025/00011,4731.1,23546.6,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,369,6844-C-C/00008,8,6844,ADG32 6844 TTRAMULLAS SL,C-C/00008,2025-11-05,542294,2025-11-05,ALUBIX SL,4731.1,26943.07,Pedido de compra,Totalmente facturado,both
457,8,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-11-05,542295,11,2025/00009,3396.47,26943.07,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,368,6844-C-C/00007,7,6844,ADG32 6844 TTRAMULLAS SL,C-C/00007,2025-11-05,542295,2025-11-05,ROCALLA SA,3396.47,22211.97,Pedido de compra,Totalmente facturado,both
458,9,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-11-12,545009,14,2025/00012,4634.3,31577.37,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,370,6844-C-C/00009,9,6844,ADG32 6844 TTRAMULLAS SL,C-C/00009,2025-11-12,545009,2025-11-12,ALUBIX SL,4634.3,31577.37,Pedido de compra,Totalmente facturado,both
459,10,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-11-12,545013,12,2025/00013,3512.63,0.0,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,371,6844-C-C/00010,10,6844,ADG32 6844 TTRAMULLAS SL,C-C/00010,2025-11-12,545013,2025-11-12,ROCALLA SA,3512.63,35090.0,Pedido de compra,Totalmente facturado,both
460,11,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-11-19,547930,15,2025/00014,4900.5,39990.5,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,372,6844-C-C/00011,11,6844,ADG32 6844 TTRAMULLAS SL,C-C/00011,2025-11-19,547930,2025-11-19,ALUBIX SL,4900.5,39990.5,Pedido de compra,Totalmente facturado,both
461,12,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-11-19,547932,16,2025/00015,4014.78,44005.28,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,373,6844-C-C/00012,12,6844,ADG32 6844 TTRAMULLAS SL,C-C/00012,2025-11-19,547932,2025-11-19,ROCALLA SA,4014.78,44005.28,Pedido de compra,Totalmente facturado,both
462,13,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-11-26,551230,20,2025/00017,3847.8,47853.08,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,374,6844-C-C/00013,13,6844,ADG32 6844 TTRAMULLAS SL,C-C/00013,2025-11-26,551230,2025-11-26,ALUBIX SL,3847.8,47853.08,Pedido de compra,Totalmente facturado,both
463,14,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-11-26,551233,17,2025/00019,2965.71,50818.79,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,375,6844-C-C/00014,14,6844,ADG32 6844 TTRAMULLAS SL,C-C/00014,2025-11-26,551233,2025-11-26,ROCALLA SA,2965.71,50818.79,Pedido de compra,Totalmente facturado,both
464,15,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-12-05,555605,21,2025/00021,5336.1,56154.89,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,376,6844-C-C/00015,15,6844,ADG32 6844 TTRAMULLAS SL,C-C/00015,2025-12-05,555605,2025-12-05,ALUBIX SL,5336.1,56154.89,Pedido de compra,Totalmente facturado,both
465,16,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-12-05,555606,18,2025/00020,3587.65,59742.54,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,377,6844-C-C/00016,16,6844,ADG32 6844 TTRAMULLAS SL,C-C/00016,2025-12-05,555606,2025-12-05,ROCALLA SA,3587.65,59742.54,Pedido de compra,Totalmente facturado,both
466,17,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-12-10,556831,25,2025/00025,4876.3,64618.84,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,378,6844-C-C/00017,17,6844,ADG32 6844 TTRAMULLAS SL,C-C/00017,2025-12-10,556831,2025-12-10,ALUBIX SL,4876.3,64618.84,Pedido de compra,Totalmente facturado,both
467,18,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-12-10,556833,21,2025/00022,3421.88,68040.72,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,379,6844-C-C/00018,18,6844,ADG32 6844 TTRAMULLAS SL,C-C/00018,2025-12-10,556833,2025-12-10,ROCALLA SA,3421.88,68040.72,Pedido de compra,Totalmente facturado,both
468,19,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-12-19,561458,26,2025/00028,5832.2,73872.92,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,380,6844-C-C/00019,19,6844,ADG32 6844 TTRAMULLAS SL,C-C/00019,2025-12-19,561458,2025-12-19,ALUBIX SL,5832.2,73872.92,Pedido de compra,Facturas en espera,both
469,20,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-12-19,561461,25,2025/00025,2971.76,76844.68,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,381,6844-C-C/00020,20,6844,ADG32 6844 TTRAMULLAS SL,C-C/00020,2025-12-19,561461,2025-12-19,ROCALLA SA,2971.76,76844.68,Pedido de compra,Facturas en espera,both
