R_IDTOTS_C,R_ID_C,R_EXPEDIENT_C,R_EMPRESA_C,R_ESTADO_FC,R_PROVEEDOR_C,R_FECHA_EMISION_C,R_NUMERO_CP,R_NUMERO_CA,R_NUMERO_CF,R_IMPORTE_C,R_ACUMULADO_C,R_FECHA_ENTREGA,Expediente,Empresa,Data entrega,Estat entrega,A_NUMERO_CP,A_CLAU_UNICA_CP,_merge_01,A_IDTOTS_CF,A_CLAU_UNICA_CF,A_ID_CF,A_EXPEDIENT_CF,A_EMPRESA_CF,A_REF_ODOO_CF,A_PROVEEDOR_CF,A_NUMERO_CF,A_FECHA_EMISION_CF,A_ORIGEN_CF,A_IMPORTE_CF,A_ACUMULADO_CF,A_ESTADO_PAGO_CF,_merge
390,9,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-11-12,544968,14,2025/00014,3588.86,30552.5,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,544968,6746-C-C/00011,both,315,6746-C-C/00011,10,6746,ADG32 6746 ELLADO SL,FC/2025/0010,ALUBIX SL,2025/00014,2025-11-12,C-C/00011,3588.86,35033.13,Pagada,both
391,10,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-11-12,544970,17,2025/00013,4480.63,35033.13,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,544970,6746-C-C/00010,both,314,6746-C-C/00010,9,6746,ADG32 6746 ELLADO SL,FC/2025/0009,ROCALLA SA,2025/00013,2025-11-12,C-C/00010,4480.63,31444.27,Pagada,both
392,11,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-11-19,547907,15,2025/00017,3119.38,38152.51,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,547907,6746-C-C/00012,both,316,6746-C-C/00012,11,6746,ADG32 6746 ELLADO SL,FC/2025/0028,ALUBIX SL,2025/00017,2025-11-19,C-C/00012,3119.38,38152.51,Pagada,both
393,12,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-11-19,547908,22,2025/00018,4341.48,42493.99,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,547908,6746-C-C/00013,both,317,6746-C-C/00013,12,6746,ADG32 6746 ELLADO SL,FC/2025/0027,ROCALLA SA,2025/00018,2025-11-19,C-C/00013,4341.48,42493.99,Pagada,both
394,13,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-11-26,551255,27,2025/00021,4254.36,46748.35,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,551255,6746-C-C/00015,both,319,6746-C-C/00015,14,6746,ADG32 6746 ELLADO SL,FC/2025/0036,ROCALLA SA,2025/00021,2025-11-26,C-C/00015,4254.36,49824.17,Publicado,both
395,14,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-11-26,551258,18,2025/00023,3075.82,49824.17,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,551258,6746-C-C/00014,both,318,6746-C-C/00014,13,6746,ADG32 6746 ELLADO SL,FC/2025/0037,ALUBIX SL,2025/00023,2025-11-26,C-C/00014,3075.82,45569.81,Publicado,both
396,15,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-11-26,551297,21,2025/00019,36.3,49860.47,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,551297,6746-C-C/00016,both,320,6746-C-C/00016,15,6746,ADG32 6746 ELLADO SL,FC/2025/0035,ALUBIX SL,2025/00019,2025-11-26,C-C/00016,36.3,49860.47,Publicado,both
397,16,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-12-03,554296,24,2025/00027,3569.5,53429.97,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,554296,6746-C-C/00018,both,322,6746-C-C/00018,17,6746,ADG32 6746 ELLADO SL,FC/2025/0043,ALUBIX SL,2025/00027,2025-12-03,C-C/00018,3569.5,57894.87,Publicado,both
398,17,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-12-03,554298,30,2025/00024,4464.9,57894.87,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,554298,6746-C-C/00017,both,321,6746-C-C/00017,16,6746,ADG32 6746 ELLADO SL,FC/2025/0042,ROCALLA SA,2025/00024,2025-12-03,C-C/00017,4464.9,54325.37,Publicado,both
399,18,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-12-10,556829,27,2025/00030,4157.56,62052.43,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,556829,6746-C-C/00019,both,323,6746-C-C/00019,18,6746,ADG32 6746 ELLADO SL,FC/2025/0046,ALUBIX SL,2025/00030,2025-12-10,C-C/00019,4157.56,62052.43,Publicado,both
400,19,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-12-10,556832,34,2025/00028,4798.86,66851.29,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,556832,6746-C-C/00020,both,324,6746-C-C/00020,19,6746,ADG32 6746 ELLADO SL,FC/2025/0047,ROCALLA SA,2025/00028,2025-12-10,C-C/00020,4798.86,66851.29,Publicado,both
401,20,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-12-17,560800,36,2025/00032,5154.6,72005.89,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,560800,6746-C-C/00022,both,326,6746-C-C/00022,21,6746,ADG32 6746 ELLADO SL,FC/2025/0050,ROCALLA SA,2025/00032,2025-12-17,C-C/00022,5154.6,75623.79,Publicado,both
402,21,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-12-17,560801,28,2025/00034,3617.9,75623.79,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,560801,6746-C-C/00021,both,325,6746-C-C/00021,20,6746,ADG32 6746 ELLADO SL,FC/2025/0049,ALUBIX SL,2025/00034,2025-12-17,C-C/00021,3617.9,70469.19,Publicado,both
403,1,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-10-17,535277,5,2025/00005,1476.2,1476.2,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,535277,6777-C-C/00002,both,328,6777-C-C/00002,2,6777,ADG32 6777 JGARCIA SL,FC/2025/0001,ALUBIX SL,2025/00005,2025-10-17,C-C/00002,1476.2,3054.04,Pagada,both
404,2,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-10-17,535305,3,2025/00003,1577.84,3054.04,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,535305,6777-C-C/00001,both,327,6777-C-C/00001,1,6777,ADG32 6777 JGARCIA SL,FC/2025/0002,ROCALLA SA,2025/00003,2025-10-17,C-C/00001,1577.84,1577.84,Pagada,both
405,3,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-10-22,537194,9,2025/00009,4036.56,7090.6,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,537194,6777-C-C/00003,both,329,6777-C-C/00003,3,6777,ADG32 6777 JGARCIA SL,FC/2025/0003,ALUBIX SL,2025/00009,2025-10-22,C-C/00003,4036.56,7090.6,Pagada,both
406,4,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-10-22,537198,8,2025/00005,3869.58,10960.18,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,537198,6777-C-C/00004,both,330,6777-C-C/00004,4,6777,ADG32 6777 JGARCIA SL,FC/2025/0004,ROCALLA SA,2025/00005,2025-10-22,C-C/00004,3869.58,10960.18,Pagada,both
407,5,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-10-29,540075,13,2025/00012,3976.06,14936.24,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,540075,6777-C-C/00005,both,331,6777-C-C/00005,5,6777,ADG32 6777 JGARCIA SL,FC/2025/0005,ALUBIX SL,2025/00012,2025-10-29,C-C/00005,3976.06,14936.24,Pagada,both
408,6,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-10-29,540085,10,2025/00007,4385.04,19321.28,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,540085,6777-C-C/00006,both,332,6777-C-C/00006,6,6777,ADG32 6777 JGARCIA SL,FC/2025/0006,ROCALLA SA,2025/00007,2025-10-29,C-C/00006,4385.04,19321.28,Pagada,both
409,7,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-11-05,542309,15,2025/00015,3492.06,22813.34,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,542309,6777-C-C/00008,both,334,6777-C-C/00008,8,6777,ADG32 6777 JGARCIA SL,FC/2025/0008,ALUBIX SL,2025/00015,2025-11-05,C-C/00008,3492.06,26845.06,Pagada,both
410,8,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-11-05,542314,14,2025/00008,4031.72,26845.06,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,542314,6777-C-C/00007,both,333,6777-C-C/00007,7,6777,ADG32 6777 JGARCIA SL,FC/2025/0007,ROCALLA SA,2025/00008,2025-11-05,C-C/00007,4031.72,23353.0,Pagada,both
411,9,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-11-12,544969,20,2025/00017,4097.06,30942.12,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,544969,6777-C-C/00009,both,335,6777-C-C/00009,9,6777,ADG32 6777 JGARCIA SL,FC/2025/0009,ALUBIX SL,2025/00017,2025-11-12,C-C/00009,4097.06,30942.12,Pagada,both
412,10,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-11-12,544971,16,2025/00012,3901.04,34843.16,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,544971,6777-C-C/00010,both,336,6777-C-C/00010,10,6777,ADG32 6777 JGARCIA SL,FC/2025/0010,ROCALLA SA,2025/00012,2025-11-12,C-C/00010,3901.04,34843.16,Pagada,both
413,11,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-11-19,547910,24,2025/00019,4266.46,39109.62,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,547910,6777-C-C/00011,both,337,6777-C-C/00011,11,6777,ADG32 6777 JGARCIA SL,FC/2025/0025,ALUBIX SL,2025/00019,2025-11-19,C-C/00011,4266.46,39109.62,Pagada,both
414,12,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-11-19,547913,19,2025/00015,4259.2,43368.82,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,547913,6777-C-C/00012,both,338,6777-C-C/00012,12,6777,ADG32 6777 JGARCIA SL,FC/2025/0026,ROCALLA SA,2025/00015,2025-11-19,C-C/00012,4259.2,43368.82,Pagada,both
415,13,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-11-26,551269,26,2025/00021,3939.76,47308.58,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,551269,6777-C-C/00013,both,339,6777-C-C/00013,13,6777,ADG32 6777 JGARCIA SL,FC/2025/0031,ALUBIX SL,2025/00021,2025-11-26,C-C/00013,3939.76,47308.58,Publicado,both
416,14,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-11-26,551274,23,2025/00016,4293.08,51601.66,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,551274,6777-C-C/00014,both,340,6777-C-C/00014,14,6777,ADG32 6777 JGARCIA SL,FC/2025/0032,ROCALLA SA,2025/00016,2025-11-26,C-C/00014,4293.08,51601.66,Publicado,both
417,15,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-12-03,554279,30,2025/00024,3782.46,55384.12,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,554279,6777-C-C/00015,both,341,6777-C-C/00015,15,6777,ADG32 6777 JGARCIA SL,FC/2025/0033,ALUBIX SL,2025/00024,2025-12-03,C-C/00015,3782.46,55384.12,Publicado,both
418,16,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-12-03,554284,24,2025/00017,3639.68,59023.8,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,554284,6777-C-C/00016,both,342,6777-C-C/00016,16,6777,ADG32 6777 JGARCIA SL,FC/2025/0034,ROCALLA SA,2025/00017,2025-12-03,C-C/00016,3639.68,59023.8,Publicado,both
419,17,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-12-10,556840,35,2025/00027,3927.66,62951.46,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,556840,6777-C-C/00017,both,343,6777-C-C/00017,17,6777,ADG32 6777 JGARCIA SL,FC/2025/0036,ALUBIX SL,2025/00027,2025-12-10,C-C/00017,3927.66,62951.46,Publicado,both
420,18,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-12-10,556842,26,2025/00019,3736.48,66687.94,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,556842,6777-C-C/00018,both,344,6777-C-C/00018,18,6777,ADG32 6777 JGARCIA SL,FC/2025/0037,ROCALLA SA,2025/00019,2025-12-10,C-C/00018,3736.48,66687.94,Publicado,both
421,19,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-12-18,561008,37,2025/00029,2991.12,69679.06,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,561008,6777-C-C/00019,both,345,6777-C-C/00019,19,6777,ADG32 6777 JGARCIA SL,FC/2025/0038,ALUBIX SL,2025/00029,2025-12-18,C-C/00019,2991.12,69679.06,Publicado,both
422,20,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-12-18,561010,30,2025/00023,4256.78,73935.84,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,561010,6777-C-C/00020,both,346,6777-C-C/00020,20,6777,ADG32 6777 JGARCIA SL,FC/2025/0039,ROCALLA SA,2025/00023,2025-12-18,C-C/00020,4256.78,73935.84,Publicado,both
423,21,6777,ADG32 6777 JGARCIA SL,Pagada,ALUBIX SL,2025-12-19,561428,41,2025/00033,992.2,74928.04,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,561428,6777-C-C/00021,both,,,,,,,,,,,,,,left_only
424,22,6777,ADG32 6777 JGARCIA SL,Pagada,ROCALLA SA,2025-12-19,561429,32,2025/00024,1602.04,76530.08,2025-12-19,6777,ADG32 6777 JGARCIA SL,2025-12-19,ENTREGADA,561429,6777-C-C/00022,both,,,,,,,,,,,,,,left_only
450,1,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-10-17,535279,1,2025/00001,1488.3,1488.3,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,535279,6844-C-C/00001,both,347,6844-C-C/00001,1,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0002,ALUBIX SL,2025/00001,2025-10-17,C-C/00001,1488.3,1488.3,Pagada,both
451,2,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-10-17,535297,4,2025/00002,1205.16,2693.46,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,535297,6844-C-C/00002,both,348,6844-C-C/00002,2,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0001,ROCALLA SA,2025/00002,2025-10-17,C-C/00002,1205.16,2693.46,Pagada,both
452,3,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-10-22,537107,2,2025/00005,6824.4,9517.86,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,537107,6844-C-C/00003,both,349,6844-C-C/00003,3,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0004,ALUBIX SL,2025/00005,2025-10-22,C-C/00003,6824.4,9517.86,Pagada,both
453,4,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-10-22,537110,8,2025/00003,3550.14,0.0,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,537110,6844-C-C/00004,both,350,6844-C-C/00004,4,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0003,ROCALLA SA,2025/00003,2025-10-22,C-C/00004,3550.14,13068.0,Pagada,both
454,5,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-10-29,540068,5,2025/00007,2432.1,15500.1,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,540068,6844-C-C/00005,both,351,6844-C-C/00005,5,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0005,ALUBIX SL,2025/00007,2025-10-29,C-C/00005,2432.1,15500.1,Pagada,both
455,6,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-10-29,540071,10,2025/00006,3315.4,18815.5,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,540071,6844-C-C/00006,both,352,6844-C-C/00006,6,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0006,ROCALLA SA,2025/00006,2025-10-29,C-C/00006,3315.4,18815.5,Pagada,both
456,7,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-11-05,542294,10,2025/00011,4731.1,23546.6,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,542294,6844-C-C/00008,both,354,6844-C-C/00008,8,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0008,ALUBIX SL,2025/00011,2025-11-05,C-C/00008,4731.1,26943.07,Pagada,both
457,8,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-11-05,542295,11,2025/00009,3396.47,26943.07,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,542295,6844-C-C/00007,both,353,6844-C-C/00007,7,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0007,ROCALLA SA,2025/00009,2025-11-05,C-C/00007,3396.47,22211.97,Pagada,both
458,9,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-11-12,545009,14,2025/00012,4634.3,31577.37,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,545009,6844-C-C/00009,both,355,6844-C-C/00009,9,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0010,ALUBIX SL,2025/00012,2025-11-12,C-C/00009,4634.3,31577.37,Pagada,both
459,10,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-11-12,545013,12,2025/00013,3512.63,0.0,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,545013,6844-C-C/00010,both,356,6844-C-C/00010,10,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0009,ROCALLA SA,2025/00013,2025-11-12,C-C/00010,3512.63,35090.0,Pagada,both
460,11,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-11-19,547930,15,2025/00014,4900.5,39990.5,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,547930,6844-C-C/00011,both,357,6844-C-C/00011,11,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0028,ALUBIX SL,2025/00014,2025-11-19,C-C/00011,4900.5,39990.5,Pagada,both
461,12,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-11-19,547932,16,2025/00015,4014.78,44005.28,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,547932,6844-C-C/00012,both,358,6844-C-C/00012,12,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0029,ROCALLA SA,2025/00015,2025-11-19,C-C/00012,4014.78,44005.28,Pagada,both
462,13,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-11-26,551230,20,2025/00017,3847.8,47853.08,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,551230,6844-C-C/00013,both,359,6844-C-C/00013,13,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0033,ALUBIX SL,2025/00017,2025-11-26,C-C/00013,3847.8,47853.08,Publicado,both
463,14,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-11-26,551233,17,2025/00019,2965.71,50818.79,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,551233,6844-C-C/00014,both,360,6844-C-C/00014,14,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0034,ROCALLA SA,2025/00019,2025-11-26,C-C/00014,2965.71,50818.79,Publicado,both
464,15,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-12-05,555605,21,2025/00021,5336.1,56154.89,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,555605,6844-C-C/00015,both,361,6844-C-C/00015,15,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0035,ALUBIX SL,2025/00021,2025-12-05,C-C/00015,5336.1,56154.89,Publicado,both
465,16,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-12-05,555606,18,2025/00020,3587.65,59742.54,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,555606,6844-C-C/00016,both,362,6844-C-C/00016,16,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0036,ROCALLA SA,2025/00020,2025-12-05,C-C/00016,3587.65,59742.54,Publicado,both
466,17,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-12-10,556831,25,2025/00025,4876.3,64618.84,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,556831,6844-C-C/00017,both,363,6844-C-C/00017,17,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0037,ALUBIX SL,2025/00025,2025-12-10,C-C/00017,4876.3,64618.84,Publicado,both
467,18,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-12-10,556833,21,2025/00022,3421.88,68040.72,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,556833,6844-C-C/00018,both,364,6844-C-C/00018,18,6844,ADG32 6844 TTRAMULLAS SL,FC/2025/0038,ROCALLA SA,2025/00022,2025-12-10,C-C/00018,3421.88,68040.72,Publicado,both
468,19,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ALUBIX SL,2025-12-19,561458,26,2025/00028,5832.2,73872.92,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,561458,6844-C-C/00019,both,,,,,,,,,,,,,,left_only
469,20,6844,ADG32 6844 TTRAMULLAS SL,Pagada,ROCALLA SA,2025-12-19,561461,25,2025/00025,2971.76,76844.68,2025-12-19,6844,ADG32 6844 TTRAMULLAS SL,2025-12-19,ENTREGADA,561461,6844-C-C/00020,both,,,,,,,,,,,,,,left_only
