ID-TOTS,ID,A_EXPEDIENT_HES,A_EMPRESA_HES,A_PRODUCTE_HES,A_DATA_HES,A_REFERENCIA_HES,A_ORIGEN_HES,A_DESTI_HES,A_UNITATS_HES,A_IN_HES,A_OUT_HES,A_STOCK_HES,A_OPERACIO_HES,A_ESTAT_HES
923,31,6368,ADG32 6368 LPIZA SL,_FL004_,2025-12-10 09:14:31,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,123,123,,123,OP_INTERMITJA,Hecho
924,32,6368,ADG32 6368 LPIZA SL,_FL004_,2025-12-10 09:18:09,MGZ01/SURT/00023,MGZ01/Stock,Customers,41,,41,82,OP_INTERMITJA,Hecho
925,33,6368,ADG32 6368 LPIZA SL,_FL004_,2025-12-10 09:22:18,MGZ01/SURT/00024,MGZ01/Stock,Customers,41,,41,41,OP_INTERMITJA,Hecho
926,34,6368,ADG32 6368 LPIZA SL,_FL004_,2025-12-10 09:26:17,MGZ01/SURT/00025,MGZ01/Stock,Customers,41,,41,0,OP_FINAL,Hecho
927,1,6368,ADG32 6368 LPIZA SL,_SW002_,2025-10-17 09:45:06,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,58,58,,58,OP_INICIAL,Hecho
928,2,6368,ADG32 6368 LPIZA SL,_SW002_,2025-10-17 10:21:55,MGZ01/SURT/00001,MGZ01/Stock,Customers,58,,58,0,OP_INTERMITJA,Hecho
929,3,6368,ADG32 6368 LPIZA SL,_SW002_,2025-10-23 08:31:56,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,123,123,,123,OP_INTERMITJA,Hecho
930,4,6368,ADG32 6368 LPIZA SL,_SW002_,2025-10-23 08:43:43,MGZ01/SURT/00002,MGZ01/Stock,Customers,43,,43,80,OP_INTERMITJA,Hecho
931,5,6368,ADG32 6368 LPIZA SL,_SW002_,2025-10-24 09:02:55,MGZ01/SURT/00003,MGZ01/Stock,Customers,47,,47,33,OP_INTERMITJA,Hecho
932,6,6368,ADG32 6368 LPIZA SL,_SW002_,2025-10-24 09:11:04,MGZ01/SURT/00004,MGZ01/Stock,Customers,33,,33,0,OP_INTERMITJA,Hecho
933,7,6368,ADG32 6368 LPIZA SL,_SW002_,2025-10-29 09:24:05,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,142,142,,142,OP_INTERMITJA,Hecho
934,8,6368,ADG32 6368 LPIZA SL,_SW002_,2025-10-29 09:26:58,MGZ01/SURT/00005,MGZ01/Stock,Customers,41,,41,101,OP_INTERMITJA,Hecho
935,9,6368,ADG32 6368 LPIZA SL,_SW002_,2025-10-29 09:43:05,MGZ01/SURT/00006,MGZ01/Stock,Customers,46,,46,55,OP_INTERMITJA,Hecho
936,10,6368,ADG32 6368 LPIZA SL,_SW002_,2025-10-29 09:49:58,MGZ01/SURT/00007,MGZ01/Stock,Customers,55,,55,0,OP_INTERMITJA,Hecho
937,11,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-05 09:19:39,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,141,141,,141,OP_INTERMITJA,Hecho
938,12,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-05 09:23:41,MGZ01/SURT/00008,MGZ01/Stock,Customers,36,,36,105,OP_INTERMITJA,Hecho
939,13,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-05 09:29:04,MGZ01/SURT/00009,MGZ01/Stock,Customers,48,,48,57,OP_INTERMITJA,Hecho
940,14,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-05 09:35:26,MGZ01/SURT/00010,MGZ01/Stock,Customers,57,,57,0,OP_INTERMITJA,Hecho
941,15,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-13 08:22:06,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,130,130,,130,OP_INTERMITJA,Hecho
942,16,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-13 08:25:57,MGZ01/SURT/00011,MGZ01/Stock,Customers,42,,42,88,OP_INTERMITJA,Hecho
943,17,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-13 08:31:37,MGZ01/SURT/00012,MGZ01/Stock,Customers,37,,37,51,OP_INTERMITJA,Hecho
944,18,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-13 08:36:45,MGZ01/SURT/00013,MGZ01/Stock,Customers,51,,51,0,OP_INTERMITJA,Hecho
945,19,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-19 09:26:05,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,123,123,,123,OP_INTERMITJA,Hecho
946,20,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-19 09:27:30,MGZ01/SURT/00014,MGZ01/Stock,Customers,48,,48,75,OP_INTERMITJA,Hecho
947,21,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-19 09:31:16,MGZ01/SURT/00015,MGZ01/Stock,Customers,35,,35,40,OP_INTERMITJA,Hecho
948,22,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-19 09:34:54,MGZ01/SURT/00016,MGZ01/Stock,Customers,40,,40,0,OP_INTERMITJA,Hecho
949,23,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-27 08:34:08,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,156,156,,156,OP_INTERMITJA,Hecho
950,24,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-27 08:38:57,MGZ01/SURT/00017,MGZ01/Stock,Customers,59,,59,97,OP_INTERMITJA,Hecho
951,25,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-27 08:46:37,MGZ01/SURT/00018,MGZ01/Stock,Customers,43,,43,54,OP_INTERMITJA,Hecho
952,26,6368,ADG32 6368 LPIZA SL,_SW002_,2025-11-27 08:49:46,MGZ01/SURT/00019,MGZ01/Stock,Customers,54,,54,0,OP_INTERMITJA,Hecho
953,27,6368,ADG32 6368 LPIZA SL,_SW002_,2025-12-03 09:14:32,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,137,137,,137,OP_INTERMITJA,Hecho
954,28,6368,ADG32 6368 LPIZA SL,_SW002_,2025-12-03 09:20:48,MGZ01/SURT/00020,MGZ01/Stock,Customers,52,,52,85,OP_INTERMITJA,Hecho
955,29,6368,ADG32 6368 LPIZA SL,_SW002_,2025-12-03 09:22:04,MGZ01/SURT/00021,MGZ01/Stock,Customers,44,,44,41,OP_INTERMITJA,Hecho
956,30,6368,ADG32 6368 LPIZA SL,_SW002_,2025-12-03 09:23:08,MGZ01/SURT/00022,MGZ01/Stock,Customers,41,,41,0,OP_INTERMITJA,Hecho
957,31,6368,ADG32 6368 LPIZA SL,_SW002_,2025-12-10 09:14:31,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,145,145,,145,OP_INTERMITJA,Hecho
958,32,6368,ADG32 6368 LPIZA SL,_SW002_,2025-12-10 09:18:09,MGZ01/SURT/00023,MGZ01/Stock,Customers,44,,44,101,OP_INTERMITJA,Hecho
959,33,6368,ADG32 6368 LPIZA SL,_SW002_,2025-12-10 09:22:18,MGZ01/SURT/00024,MGZ01/Stock,Customers,55,,55,46,OP_INTERMITJA,Hecho
960,34,6368,ADG32 6368 LPIZA SL,_SW002_,2025-12-10 09:26:17,MGZ01/SURT/00025,MGZ01/Stock,Customers,46,,46,0,OP_FINAL,Hecho
961,1,6368,ADG32 6368 LPIZA SL,_TP001_,2025-10-17 09:41:04,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,57,57,,57,OP_INICIAL,Hecho
962,2,6368,ADG32 6368 LPIZA SL,_TP001_,2025-10-17 10:21:55,MGZ01/SURT/00001,MGZ01/Stock,Customers,57,,57,0,OP_INTERMITJA,Hecho
963,3,6368,ADG32 6368 LPIZA SL,_TP001_,2025-10-23 08:35:25,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,122,122,,122,OP_INTERMITJA,Hecho
964,4,6368,ADG32 6368 LPIZA SL,_TP001_,2025-10-23 08:43:43,MGZ01/SURT/00002,MGZ01/Stock,Customers,43,,43,79,OP_INTERMITJA,Hecho
965,5,6368,ADG32 6368 LPIZA SL,_TP001_,2025-10-24 09:02:55,MGZ01/SURT/00003,MGZ01/Stock,Customers,38,,38,41,OP_INTERMITJA,Hecho
966,6,6368,ADG32 6368 LPIZA SL,_TP001_,2025-10-24 09:11:04,MGZ01/SURT/00004,MGZ01/Stock,Customers,41,,41,0,OP_INTERMITJA,Hecho
967,7,6368,ADG32 6368 LPIZA SL,_TP001_,2025-10-29 09:22:04,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,129,129,,129,OP_INTERMITJA,Hecho
968,8,6368,ADG32 6368 LPIZA SL,_TP001_,2025-10-29 09:26:58,MGZ01/SURT/00005,MGZ01/Stock,Customers,49,,49,80,OP_INTERMITJA,Hecho
969,9,6368,ADG32 6368 LPIZA SL,_TP001_,2025-10-29 09:43:05,MGZ01/SURT/00006,MGZ01/Stock,Customers,43,,43,37,OP_INTERMITJA,Hecho
970,10,6368,ADG32 6368 LPIZA SL,_TP001_,2025-10-29 09:49:58,MGZ01/SURT/00007,MGZ01/Stock,Customers,37,,37,0,OP_INTERMITJA,Hecho
971,11,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-05 09:21:16,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,141,141,,141,OP_INTERMITJA,Hecho
972,12,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-05 09:23:41,MGZ01/SURT/00008,MGZ01/Stock,Customers,31,,31,110,OP_INTERMITJA,Hecho
973,13,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-05 09:29:04,MGZ01/SURT/00009,MGZ01/Stock,Customers,52,,52,58,OP_INTERMITJA,Hecho
974,14,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-05 09:35:26,MGZ01/SURT/00010,MGZ01/Stock,Customers,58,,58,0,OP_INTERMITJA,Hecho
975,15,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-13 08:23:31,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,143,143,,143,OP_INTERMITJA,Hecho
976,16,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-13 08:25:57,MGZ01/SURT/00011,MGZ01/Stock,Customers,38,,38,105,OP_INTERMITJA,Hecho
977,17,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-13 08:31:37,MGZ01/SURT/00012,MGZ01/Stock,Customers,59,,59,46,OP_INTERMITJA,Hecho
978,18,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-13 08:36:45,MGZ01/SURT/00013,MGZ01/Stock,Customers,46,,46,0,OP_INTERMITJA,Hecho
979,19,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-19 09:25:04,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,142,142,,142,OP_INTERMITJA,Hecho
980,20,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-19 09:27:30,MGZ01/SURT/00014,MGZ01/Stock,Customers,52,,52,90,OP_INTERMITJA,Hecho
981,21,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-19 09:31:16,MGZ01/SURT/00015,MGZ01/Stock,Customers,41,,41,49,OP_INTERMITJA,Hecho
982,22,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-19 09:34:54,MGZ01/SURT/00016,MGZ01/Stock,Customers,49,,49,0,OP_INTERMITJA,Hecho
983,23,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-27 08:36:17,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,135,135,,135,OP_INTERMITJA,Hecho
984,24,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-27 08:38:57,MGZ01/SURT/00017,MGZ01/Stock,Customers,44,,44,91,OP_INTERMITJA,Hecho
985,25,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-27 08:46:37,MGZ01/SURT/00018,MGZ01/Stock,Customers,39,,39,52,OP_INTERMITJA,Hecho
986,26,6368,ADG32 6368 LPIZA SL,_TP001_,2025-11-27 08:49:46,MGZ01/SURT/00019,MGZ01/Stock,Customers,52,,52,0,OP_INTERMITJA,Hecho
987,27,6368,ADG32 6368 LPIZA SL,_TP001_,2025-12-03 09:13:27,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,149,149,,149,OP_INTERMITJA,Hecho
988,28,6368,ADG32 6368 LPIZA SL,_TP001_,2025-12-03 09:20:48,MGZ01/SURT/00020,MGZ01/Stock,Customers,47,,47,102,OP_INTERMITJA,Hecho
989,29,6368,ADG32 6368 LPIZA SL,_TP001_,2025-12-03 09:22:04,MGZ01/SURT/00021,MGZ01/Stock,Customers,51,,51,51,OP_INTERMITJA,Hecho
990,30,6368,ADG32 6368 LPIZA SL,_TP001_,2025-12-03 09:23:08,MGZ01/SURT/00022,MGZ01/Stock,Customers,51,,51,0,OP_INTERMITJA,Hecho
991,31,6368,ADG32 6368 LPIZA SL,_TP001_,2025-12-10 09:16:27,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,161,161,,161,OP_INTERMITJA,Hecho
992,32,6368,ADG32 6368 LPIZA SL,_TP001_,2025-12-10 09:18:09,MGZ01/SURT/00023,MGZ01/Stock,Customers,55,,55,106,OP_INTERMITJA,Hecho
993,33,6368,ADG32 6368 LPIZA SL,_TP001_,2025-12-10 09:22:18,MGZ01/SURT/00024,MGZ01/Stock,Customers,47,,47,59,OP_INTERMITJA,Hecho
994,34,6368,ADG32 6368 LPIZA SL,_TP001_,2025-12-10 09:26:17,MGZ01/SURT/00025,MGZ01/Stock,Customers,59,,59,0,OP_FINAL,Hecho
995,1,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-10-17 09:45:27,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,80,80,,80,OP_INICIAL,Hecho
996,2,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-10-17 10:22:01,MGZ01/SURT/00001,MGZ01/Stock,Customers,80,,80,0,OP_INTERMITJA,Hecho
997,3,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-10-22 09:42:22,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,234,234,,234,OP_INTERMITJA,Hecho
998,4,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-10-22 09:50:42,MGZ01/SURT/00002,MGZ01/Stock,Customers,89,,89,145,OP_INTERMITJA,Hecho
999,5,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-10-23 08:32:35,MGZ01/SURT/00003,MGZ01/Stock,Customers,70,,70,75,OP_INTERMITJA,Hecho
1000,6,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-10-23 08:38:27,MGZ01/SURT/00004,MGZ01/Stock,Customers,75,,75,0,OP_INTERMITJA,Hecho
1001,7,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-10-29 09:23:45,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,196,196,,196,OP_INTERMITJA,Hecho
1002,8,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-10-29 09:26:19,MGZ01/SURT/00005,MGZ01/Stock,Customers,67,,67,129,OP_INTERMITJA,Hecho
1003,9,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-10-29 09:33:42,MGZ01/SURT/00006,MGZ01/Stock,Customers,78,,78,51,OP_INTERMITJA,Hecho
1004,10,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-10-29 09:39:04,MGZ01/SURT/00007,MGZ01/Stock,Customers,51,,51,0,OP_INTERMITJA,Hecho
1005,11,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-05 09:04:18,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,218,218,,218,OP_INTERMITJA,Hecho
1006,12,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-05 09:08:49,MGZ01/SURT/00008,MGZ01/Stock,Customers,89,,89,129,OP_INTERMITJA,Hecho
1007,13,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-05 09:11:55,MGZ01/SURT/00009,MGZ01/Stock,Customers,62,,62,67,OP_INTERMITJA,Hecho
1008,14,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-05 09:13:58,MGZ01/SURT/00010,MGZ01/Stock,Customers,67,,67,0,OP_INTERMITJA,Hecho
1009,15,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-12 09:04:36,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,227,227,,227,OP_INTERMITJA,Hecho
1010,16,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-12 09:22:55,MGZ01/SURT/00011,MGZ01/Stock,Customers,60,,60,167,OP_INTERMITJA,Hecho
1011,17,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-12 09:24:34,MGZ01/SURT/00012,MGZ01/Stock,Customers,77,,77,90,OP_INTERMITJA,Hecho
1012,18,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-12 09:26:06,MGZ01/SURT/00013,MGZ01/Stock,Customers,90,,90,0,OP_INTERMITJA,Hecho
1013,19,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-19 09:21:41,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,212,212,,212,OP_INTERMITJA,Hecho
1014,20,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-19 09:24:26,MGZ01/SURT/00014,MGZ01/Stock,Customers,64,,64,148,OP_INTERMITJA,Hecho
1015,21,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-19 09:26:36,MGZ01/SURT/00015,MGZ01/Stock,Customers,90,,90,58,OP_INTERMITJA,Hecho
1016,22,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-19 09:28:29,MGZ01/SURT/00016,MGZ01/Stock,Customers,58,,58,0,OP_INTERMITJA,Hecho
1017,23,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-26 09:16:18,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,236,236,,236,OP_INTERMITJA,Hecho
1018,24,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-26 09:19:55,MGZ01/SURT/00017,MGZ01/Stock,Customers,95,,95,141,OP_INTERMITJA,Hecho
1019,25,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-26 09:22:31,MGZ01/SURT/00018,MGZ01/Stock,Customers,88,,88,53,OP_INTERMITJA,Hecho
1020,26,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-11-26 09:24:38,MGZ01/SURT/00019,MGZ01/Stock,Customers,53,,53,0,OP_INTERMITJA,Hecho
1021,27,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-12-03 09:15:08,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,207,207,,207,OP_INTERMITJA,Hecho
1022,28,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-12-03 09:37:40,MGZ01/SURT/00020,MGZ01/Stock,Customers,55,,55,152,OP_INTERMITJA,Hecho
1023,29,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-12-03 09:38:04,MGZ01/SURT/00021,MGZ01/Stock,Customers,82,,82,70,OP_INTERMITJA,Hecho
1024,30,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-12-03 09:50:59,MGZ01/SURT/00022,MGZ01/Stock,Customers,70,,70,0,OP_INTERMITJA,Hecho
1025,31,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-12-10 09:02:21,MGZ01/ENTRA/00021,Vendors,MGZ01/Stock,220,220,,220,OP_INTERMITJA,Hecho
1026,32,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-12-10 09:05:36,MGZ01/SURT/00023,MGZ01/Stock,Customers,80,,80,140,OP_INTERMITJA,Hecho
1027,33,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-12-10 09:07:18,MGZ01/SURT/00024,MGZ01/Stock,Customers,58,,58,82,OP_INTERMITJA,Hecho
1028,34,6369,ADG32 6369 VMASTRANGELO SL,_PA0001_,2025-12-10 09:10:13,MGZ01/SURT/00025,MGZ01/Stock,Customers,82,,82,0,OP_FINAL,Hecho
1029,1,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-10-17 09:41:05,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,78,78,,78,OP_INICIAL,Hecho
1030,2,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-10-17 10:22:01,MGZ01/SURT/00001,MGZ01/Stock,Customers,78,,78,0,OP_INTERMITJA,Hecho
1031,3,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-10-22 09:39:36,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,207,207,,207,OP_INTERMITJA,Hecho
1032,4,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-10-22 09:50:42,MGZ01/SURT/00002,MGZ01/Stock,Customers,70,,70,137,OP_INTERMITJA,Hecho
1033,5,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-10-23 08:32:35,MGZ01/SURT/00003,MGZ01/Stock,Customers,69,,69,68,OP_INTERMITJA,Hecho
1034,6,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-10-23 08:38:27,MGZ01/SURT/00004,MGZ01/Stock,Customers,68,,68,0,OP_INTERMITJA,Hecho
1035,7,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-10-29 09:20:41,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,213,213,,213,OP_INTERMITJA,Hecho
1036,8,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-10-29 09:26:19,MGZ01/SURT/00005,MGZ01/Stock,Customers,85,,85,128,OP_INTERMITJA,Hecho
1037,9,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-10-29 09:33:42,MGZ01/SURT/00006,MGZ01/Stock,Customers,73,,73,55,OP_INTERMITJA,Hecho
1038,10,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-10-29 09:39:04,MGZ01/SURT/00007,MGZ01/Stock,Customers,55,,55,0,OP_INTERMITJA,Hecho
1039,11,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-05 09:05:34,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,203,203,,203,OP_INTERMITJA,Hecho
1040,12,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-05 09:08:49,MGZ01/SURT/00008,MGZ01/Stock,Customers,66,,66,137,OP_INTERMITJA,Hecho
1041,13,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-05 09:11:55,MGZ01/SURT/00009,MGZ01/Stock,Customers,62,,62,75,OP_INTERMITJA,Hecho
1042,14,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-05 09:13:58,MGZ01/SURT/00010,MGZ01/Stock,Customers,75,,75,0,OP_INTERMITJA,Hecho
1043,15,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-12 09:05:59,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,227,227,,227,OP_INTERMITJA,Hecho
1044,16,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-12 09:22:55,MGZ01/SURT/00011,MGZ01/Stock,Customers,73,,73,154,OP_INTERMITJA,Hecho
1045,17,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-12 09:24:34,MGZ01/SURT/00012,MGZ01/Stock,Customers,73,,73,81,OP_INTERMITJA,Hecho
1046,18,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-12 09:26:06,MGZ01/SURT/00013,MGZ01/Stock,Customers,81,,81,0,OP_INTERMITJA,Hecho
1047,19,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-19 09:22:53,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,211,211,,211,OP_INTERMITJA,Hecho
1048,20,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-19 09:24:26,MGZ01/SURT/00014,MGZ01/Stock,Customers,69,,69,142,OP_INTERMITJA,Hecho
1049,21,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-19 09:26:36,MGZ01/SURT/00015,MGZ01/Stock,Customers,76,,76,66,OP_INTERMITJA,Hecho
1050,22,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-19 09:28:29,MGZ01/SURT/00016,MGZ01/Stock,Customers,66,,66,0,OP_INTERMITJA,Hecho
1051,23,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-26 09:17:32,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,221,221,,221,OP_INTERMITJA,Hecho
1052,24,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-26 09:19:55,MGZ01/SURT/00017,MGZ01/Stock,Customers,79,,79,142,OP_INTERMITJA,Hecho
1053,25,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-26 09:22:31,MGZ01/SURT/00018,MGZ01/Stock,Customers,67,,67,75,OP_INTERMITJA,Hecho
1054,26,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-11-26 09:24:38,MGZ01/SURT/00019,MGZ01/Stock,Customers,75,,75,0,OP_INTERMITJA,Hecho
1055,27,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-12-03 09:16:07,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,209,209,,209,OP_INTERMITJA,Hecho
1056,28,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-12-03 09:37:40,MGZ01/SURT/00020,MGZ01/Stock,Customers,80,,80,129,OP_INTERMITJA,Hecho
1057,29,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-12-03 09:38:04,MGZ01/SURT/00021,MGZ01/Stock,Customers,62,,62,67,OP_INTERMITJA,Hecho
1058,30,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-12-03 09:50:59,MGZ01/SURT/00022,MGZ01/Stock,Customers,67,,67,0,OP_INTERMITJA,Hecho
1059,31,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-12-10 09:01:25,MGZ01/ENTRA/00020,Vendors,MGZ01/Stock,218,218,,218,OP_INTERMITJA,Hecho
1060,32,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-12-10 09:05:36,MGZ01/SURT/00023,MGZ01/Stock,Customers,82,,82,136,OP_INTERMITJA,Hecho
1061,33,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-12-10 09:07:18,MGZ01/SURT/00024,MGZ01/Stock,Customers,58,,58,78,OP_INTERMITJA,Hecho
1062,34,6369,ADG32 6369 VMASTRANGELO SL,_PE0001_,2025-12-10 09:10:13,MGZ01/SURT/00025,MGZ01/Stock,Customers,78,,78,0,OP_FINAL,Hecho
1063,1,6369,ADG32 6369 VMASTRANGELO SL,_PO0001_,2025-10-17 09:41:05,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,77,77,,77,OP_INICIAL,Hecho
1064,2,6369,ADG32 6369 VMASTRANGELO SL,_PO0001_,2025-10-17 10:22:01,MGZ01/SURT/00001,MGZ01/Stock,Customers,77,,77,0,OP_INTERMITJA,Hecho
1065,3,6369,ADG32 6369 VMASTRANGELO SL,_PO0001_,2025-10-22 09:39:36,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,208,208,,208,OP_INTERMITJA,Hecho
1066,4,6369,ADG32 6369 VMASTRANGELO SL,_PO0001_,2025-10-22 09:50:42,MGZ01/SURT/00002,MGZ01/Stock,Customers,78,,78,130,OP_INTERMITJA,Hecho
